% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               May 1 2023, 11:25
% Dimension:          3
% Nodes:              8000
% Expressions:        1
% Description:        Electric field, x component
% Length unit:        mm
% x                       y                        z                        emw.Ex (V/m) @ freq=1.5750E9
-25                       -64.99999999999997       -94.99999999999997       NaN
-14.999999999999993       -64.99999999999997       -94.99999999999997       NaN
-5                        -64.99999999999997       -94.99999999999997       NaN
5                         -64.99999999999997       -94.99999999999997       NaN
14.999999999999986        -64.99999999999997       -94.99999999999997       NaN
25                        -64.99999999999997       -94.99999999999997       NaN
35                        -64.99999999999997       -94.99999999999997       NaN
44.99999999999998         -64.99999999999997       -94.99999999999997       NaN
54.99999999999999         -64.99999999999997       -94.99999999999997       NaN
64.99999999999997         -64.99999999999997       -94.99999999999997       NaN
74.99999999999997         -64.99999999999997       -94.99999999999997       NaN
84.99999999999997         -64.99999999999997       -94.99999999999997       NaN
94.99999999999997         -64.99999999999997       -94.99999999999997       NaN
-94.99999999999997        -54.99999999999999       -94.99999999999997       NaN
-84.99999999999997        -54.99999999999999       -94.99999999999997       NaN
-74.99999999999997        -54.99999999999999       -94.99999999999997       NaN
-64.99999999999997        -54.99999999999999       -94.99999999999997       NaN
-54.99999999999999        -54.99999999999999       -94.99999999999997       NaN
-44.99999999999998        -54.99999999999999       -94.99999999999997       NaN
-34.99999999999999        -54.99999999999999       -94.99999999999997       NaN
-25                       -54.99999999999999       -94.99999999999997       NaN
-14.999999999999993       -54.99999999999999       -94.99999999999997       NaN
-5                        -54.99999999999999       -94.99999999999997       NaN
5                         -54.99999999999999       -94.99999999999997       NaN
14.999999999999986        -54.99999999999999       -94.99999999999997       NaN
25                        -54.99999999999999       -94.99999999999997       NaN
35                        -54.99999999999999       -94.99999999999997       NaN
44.99999999999998         -54.99999999999999       -94.99999999999997       NaN
54.99999999999999         -54.99999999999999       -94.99999999999997       NaN
64.99999999999997         -54.99999999999999       -94.99999999999997       NaN
74.99999999999997         -54.99999999999999       -94.99999999999997       NaN
84.99999999999997         -54.99999999999999       -94.99999999999997       NaN
94.99999999999997         -54.99999999999999       -94.99999999999997       NaN
-94.99999999999997        -44.99999999999998       -94.99999999999997       NaN
-84.99999999999997        -44.99999999999998       -94.99999999999997       NaN
-74.99999999999997        -44.99999999999998       -94.99999999999997       NaN
-64.99999999999997        -44.99999999999998       -94.99999999999997       NaN
-54.99999999999999        -44.99999999999998       -94.99999999999997       NaN
-44.99999999999998        -44.99999999999998       -94.99999999999997       NaN
-34.99999999999999        -44.99999999999998       -94.99999999999997       NaN
-25                       -44.99999999999998       -94.99999999999997       NaN
-14.999999999999993       -44.99999999999998       -94.99999999999997       NaN
-5                        -44.99999999999998       -94.99999999999997       NaN
5                         -44.99999999999998       -94.99999999999997       NaN
14.999999999999986        -44.99999999999998       -94.99999999999997       NaN
25                        -44.99999999999998       -94.99999999999997       NaN
35                        -44.99999999999998       -94.99999999999997       NaN
44.99999999999998         -44.99999999999998       -94.99999999999997       NaN
54.99999999999999         -44.99999999999998       -94.99999999999997       NaN
64.99999999999997         -44.99999999999998       -94.99999999999997       NaN
74.99999999999997         -44.99999999999998       -94.99999999999997       NaN
84.99999999999997         -44.99999999999998       -94.99999999999997       NaN
94.99999999999997         -44.99999999999998       -94.99999999999997       NaN
-94.99999999999997        -34.99999999999999       -94.99999999999997       NaN
-84.99999999999997        -34.99999999999999       -94.99999999999997       NaN
-74.99999999999997        -34.99999999999999       -94.99999999999997       NaN
-64.99999999999997        -34.99999999999999       -94.99999999999997       NaN
-54.99999999999999        -34.99999999999999       -94.99999999999997       NaN
-44.99999999999998        -34.99999999999999       -94.99999999999997       NaN
-34.99999999999999        -34.99999999999999       -94.99999999999997       NaN
-25                       -34.99999999999999       -94.99999999999997       NaN
-14.999999999999993       -34.99999999999999       -94.99999999999997       NaN
-5                        -34.99999999999999       -94.99999999999997       NaN
5                         -34.99999999999999       -94.99999999999997       NaN
14.999999999999986        -34.99999999999999       -94.99999999999997       NaN
25                        -34.99999999999999       -94.99999999999997       NaN
35                        -34.99999999999999       -94.99999999999997       NaN
44.99999999999998         -34.99999999999999       -94.99999999999997       NaN
54.99999999999999         -34.99999999999999       -94.99999999999997       NaN
64.99999999999997         -34.99999999999999       -94.99999999999997       NaN
74.99999999999997         -34.99999999999999       -94.99999999999997       NaN
84.99999999999997         -34.99999999999999       -94.99999999999997       NaN
94.99999999999997         -34.99999999999999       -94.99999999999997       NaN
-94.99999999999997        -25                      -94.99999999999997       NaN
-84.99999999999997        -25                      -94.99999999999997       NaN
-74.99999999999997        -25                      -94.99999999999997       NaN
-64.99999999999997        -25                      -94.99999999999997       NaN
-54.99999999999999        -25                      -94.99999999999997       NaN
-44.99999999999998        -25                      -94.99999999999997       NaN
-34.99999999999999        -25                      -94.99999999999997       NaN
-25                       -25                      -94.99999999999997       NaN
-14.999999999999993       -25                      -94.99999999999997       0.009695671644899238+0.0157702064444281i
-5                        -25                      -94.99999999999997       0.002538460125550476-0.002631651566491846i
5                         -25                      -94.99999999999997       -0.0017002106875518216+0.00329346223211236i
14.999999999999986        -25                      -94.99999999999997       -0.011866239131243624-0.03608785945756601i
25                        -25                      -94.99999999999997       NaN
35                        -25                      -94.99999999999997       NaN
44.99999999999998         -25                      -94.99999999999997       NaN
54.99999999999999         -25                      -94.99999999999997       NaN
64.99999999999997         -25                      -94.99999999999997       NaN
74.99999999999997         -25                      -94.99999999999997       NaN
84.99999999999997         -25                      -94.99999999999997       NaN
94.99999999999997         -25                      -94.99999999999997       NaN
-94.99999999999997        -14.999999999999993      -94.99999999999997       NaN
-84.99999999999997        -14.999999999999993      -94.99999999999997       NaN
-74.99999999999997        -14.999999999999993      -94.99999999999997       NaN
-64.99999999999997        -14.999999999999993      -94.99999999999997       NaN
-54.99999999999999        -14.999999999999993      -94.99999999999997       NaN
-44.99999999999998        -14.999999999999993      -94.99999999999997       NaN
-34.99999999999999        -14.999999999999993      -94.99999999999997       NaN
-25                       -14.999999999999993      -94.99999999999997       -0.0038101623770475292-0.0182394973057176i
-14.999999999999993       -14.999999999999993      -94.99999999999997       -0.0032749897108320996+0.004717300459532184i
-5                        -14.999999999999993      -94.99999999999997       -0.0015289291766049315-0.004866472297324917i
5                         -14.999999999999993      -94.99999999999997       -0.004659106365975583+9.925445441399381E-4i
14.999999999999986        -14.999999999999993      -94.99999999999997       0.0027235502846292194+0.007216966070620178i
25                        -14.999999999999993      -94.99999999999997       0.0026820742663179993+0.01858158653247488i
35                        -14.999999999999993      -94.99999999999997       NaN
44.99999999999998         -14.999999999999993      -94.99999999999997       NaN
54.99999999999999         -14.999999999999993      -94.99999999999997       NaN
64.99999999999997         -14.999999999999993      -94.99999999999997       NaN
74.99999999999997         -14.999999999999993      -94.99999999999997       NaN
84.99999999999997         -14.999999999999993      -94.99999999999997       NaN
94.99999999999997         -14.999999999999993      -94.99999999999997       NaN
-94.99999999999997        -5                       -94.99999999999997       NaN
-84.99999999999997        -5                       -94.99999999999997       NaN
-74.99999999999997        -5                       -94.99999999999997       NaN
-64.99999999999997        -5                       -94.99999999999997       NaN
-54.99999999999999        -5                       -94.99999999999997       NaN
-44.99999999999998        -5                       -94.99999999999997       NaN
-34.99999999999999        -5                       -94.99999999999997       NaN
-25                       -5                       -94.99999999999997       -1.3178898307623845E-4+0.0010496113775763933i
-14.999999999999993       -5                       -94.99999999999997       5.750799966567078E-4+6.549452931201576E-4i
-5                        -5                       -94.99999999999997       0.007877626059922626-0.005515279361439354i
5                         -5                       -94.99999999999997       -0.011765432263515231+0.002344373640945978i
14.999999999999986        -5                       -94.99999999999997       -0.0032249093579287745+7.134354771138381E-5i
25                        -5                       -94.99999999999997       -0.0024769685609665124-0.0012835761742582114i
35                        -5                       -94.99999999999997       NaN
44.99999999999998         -5                       -94.99999999999997       NaN
54.99999999999999         -5                       -94.99999999999997       NaN
64.99999999999997         -5                       -94.99999999999997       NaN
74.99999999999997         -5                       -94.99999999999997       NaN
84.99999999999997         -5                       -94.99999999999997       NaN
94.99999999999997         -5                       -94.99999999999997       NaN
-94.99999999999997        5                        -94.99999999999997       NaN
-84.99999999999997        5                        -94.99999999999997       NaN
-74.99999999999997        5                        -94.99999999999997       NaN
-64.99999999999997        5                        -94.99999999999997       NaN
-54.99999999999999        5                        -94.99999999999997       NaN
-44.99999999999998        5                        -94.99999999999997       NaN
-34.99999999999999        5                        -94.99999999999997       NaN
-25                       5                        -94.99999999999997       -0.004282947709302421+6.248675753959794E-4i
-14.999999999999993       5                        -94.99999999999997       -0.0034950070761802197+0.001095033289503343i
-5                        5                        -94.99999999999997       -0.011347487539879407+0.0011091337854058298i
5                         5                        -94.99999999999997       0.012282043762978945-0.0015162329612878269i
14.999999999999986        5                        -94.99999999999997       -9.498420151973276E-5+2.176141317836655E-4i
25                        5                        -94.99999999999997       -0.0014626576641747302+7.0203332679525E-5i
35                        5                        -94.99999999999997       NaN
44.99999999999998         5                        -94.99999999999997       NaN
54.99999999999999         5                        -94.99999999999997       NaN
64.99999999999997         5                        -94.99999999999997       NaN
74.99999999999997         5                        -94.99999999999997       NaN
84.99999999999997         5                        -94.99999999999997       NaN
94.99999999999997         5                        -94.99999999999997       NaN
-94.99999999999997        14.999999999999986       -94.99999999999997       NaN
-84.99999999999997        14.999999999999986       -94.99999999999997       NaN
-74.99999999999997        14.999999999999986       -94.99999999999997       NaN
-64.99999999999997        14.999999999999986       -94.99999999999997       NaN
-54.99999999999999        14.999999999999986       -94.99999999999997       NaN
-44.99999999999998        14.999999999999986       -94.99999999999997       NaN
-34.99999999999999        14.999999999999986       -94.99999999999997       NaN
-25                       14.999999999999986       -94.99999999999997       -0.003906767965748335+0.005900502204724701i
-14.999999999999993       14.999999999999986       -94.99999999999997       0.006462689106309986+0.020186937133245486i
-5                        14.999999999999986       -94.99999999999997       -0.009641187723635977-0.0012694103944385457i
5                         14.999999999999986       -94.99999999999997       0.008056886327179276-2.7972052558507656E-4i
14.999999999999986        14.999999999999986       -94.99999999999997       -0.003081262977834917-0.011122269450976666i
25                        14.999999999999986       -94.99999999999997       -0.007514476518304011-0.021529164171519764i
35                        14.999999999999986       -94.99999999999997       NaN
44.99999999999998         14.999999999999986       -94.99999999999997       NaN
54.99999999999999         14.999999999999986       -94.99999999999997       NaN
64.99999999999997         14.999999999999986       -94.99999999999997       NaN
74.99999999999997         14.999999999999986       -94.99999999999997       NaN
84.99999999999997         14.999999999999986       -94.99999999999997       NaN
94.99999999999997         14.999999999999986       -94.99999999999997       NaN
-94.99999999999997        25                       -94.99999999999997       NaN
-84.99999999999997        25                       -94.99999999999997       NaN
-74.99999999999997        25                       -94.99999999999997       NaN
-64.99999999999997        25                       -94.99999999999997       NaN
-54.99999999999999        25                       -94.99999999999997       NaN
-44.99999999999998        25                       -94.99999999999997       NaN
-34.99999999999999        25                       -94.99999999999997       NaN
-25                       25                       -94.99999999999997       NaN
-14.999999999999993       25                       -94.99999999999997       -0.014248235370231212-0.04150889584049142i
-5                        25                       -94.99999999999997       0.0032875640074276624+6.869413458816605E-4i
5                         25                       -94.99999999999997       0.0061906210243782185-0.005289369253347184i
14.999999999999986        25                       -94.99999999999997       0.006834154896428127+0.05232335051384261i
25                        25                       -94.99999999999997       NaN
35                        25                       -94.99999999999997       NaN
44.99999999999998         25                       -94.99999999999997       NaN
54.99999999999999         25                       -94.99999999999997       NaN
64.99999999999997         25                       -94.99999999999997       NaN
74.99999999999997         25                       -94.99999999999997       NaN
84.99999999999997         25                       -94.99999999999997       NaN
94.99999999999997         25                       -94.99999999999997       NaN
-94.99999999999997        35                       -94.99999999999997       NaN
-84.99999999999997        35                       -94.99999999999997       NaN
-74.99999999999997        35                       -94.99999999999997       NaN
-64.99999999999997        35                       -94.99999999999997       NaN
-54.99999999999999        35                       -94.99999999999997       NaN
-44.99999999999998        35                       -94.99999999999997       NaN
-34.99999999999999        35                       -94.99999999999997       NaN
-25                       35                       -94.99999999999997       NaN
-14.999999999999993       35                       -94.99999999999997       NaN
-5                        35                       -94.99999999999997       NaN
5                         35                       -94.99999999999997       NaN
14.999999999999986        35                       -94.99999999999997       NaN
25                        35                       -94.99999999999997       NaN
35                        35                       -94.99999999999997       NaN
44.99999999999998         35                       -94.99999999999997       NaN
54.99999999999999         35                       -94.99999999999997       NaN
64.99999999999997         35                       -94.99999999999997       NaN
74.99999999999997         35                       -94.99999999999997       NaN
84.99999999999997         35                       -94.99999999999997       NaN
94.99999999999997         35                       -94.99999999999997       NaN
-94.99999999999997        44.99999999999998        -94.99999999999997       NaN
-84.99999999999997        44.99999999999998        -94.99999999999997       NaN
-74.99999999999997        44.99999999999998        -94.99999999999997       NaN
-64.99999999999997        44.99999999999998        -94.99999999999997       NaN
-54.99999999999999        44.99999999999998        -94.99999999999997       NaN
-44.99999999999998        44.99999999999998        -94.99999999999997       NaN
-34.99999999999999        44.99999999999998        -94.99999999999997       NaN
-25                       44.99999999999998        -94.99999999999997       NaN
-14.999999999999993       44.99999999999998        -94.99999999999997       NaN
-5                        44.99999999999998        -94.99999999999997       NaN
5                         44.99999999999998        -94.99999999999997       NaN
14.999999999999986        44.99999999999998        -94.99999999999997       NaN
25                        44.99999999999998        -94.99999999999997       NaN
35                        44.99999999999998        -94.99999999999997       NaN
44.99999999999998         44.99999999999998        -94.99999999999997       NaN
54.99999999999999         44.99999999999998        -94.99999999999997       NaN
64.99999999999997         44.99999999999998        -94.99999999999997       NaN
74.99999999999997         44.99999999999998        -94.99999999999997       NaN
84.99999999999997         44.99999999999998        -94.99999999999997       NaN
94.99999999999997         44.99999999999998        -94.99999999999997       NaN
-94.99999999999997        54.99999999999999        -94.99999999999997       NaN
-84.99999999999997        54.99999999999999        -94.99999999999997       NaN
-74.99999999999997        54.99999999999999        -94.99999999999997       NaN
-64.99999999999997        54.99999999999999        -94.99999999999997       NaN
-54.99999999999999        54.99999999999999        -94.99999999999997       NaN
-44.99999999999998        54.99999999999999        -94.99999999999997       NaN
-34.99999999999999        54.99999999999999        -94.99999999999997       NaN
-25                       54.99999999999999        -94.99999999999997       NaN
-14.999999999999993       54.99999999999999        -94.99999999999997       NaN
-5                        54.99999999999999        -94.99999999999997       NaN
5                         54.99999999999999        -94.99999999999997       NaN
14.999999999999986        54.99999999999999        -94.99999999999997       NaN
25                        54.99999999999999        -94.99999999999997       NaN
35                        54.99999999999999        -94.99999999999997       NaN
44.99999999999998         54.99999999999999        -94.99999999999997       NaN
54.99999999999999         54.99999999999999        -94.99999999999997       NaN
64.99999999999997         54.99999999999999        -94.99999999999997       NaN
74.99999999999997         54.99999999999999        -94.99999999999997       NaN
84.99999999999997         54.99999999999999        -94.99999999999997       NaN
94.99999999999997         54.99999999999999        -94.99999999999997       NaN
-94.99999999999997        64.99999999999997        -94.99999999999997       NaN
-84.99999999999997        64.99999999999997        -94.99999999999997       NaN
-74.99999999999997        64.99999999999997        -94.99999999999997       NaN
-64.99999999999997        64.99999999999997        -94.99999999999997       NaN
-54.99999999999999        64.99999999999997        -94.99999999999997       NaN
-44.99999999999998        64.99999999999997        -94.99999999999997       NaN
-34.99999999999999        64.99999999999997        -94.99999999999997       NaN
-25                       64.99999999999997        -94.99999999999997       NaN
-14.999999999999993       64.99999999999997        -94.99999999999997       NaN
-5                        64.99999999999997        -94.99999999999997       NaN
5                         64.99999999999997        -94.99999999999997       NaN
14.999999999999986        64.99999999999997        -94.99999999999997       NaN
25                        64.99999999999997        -94.99999999999997       NaN
35                        64.99999999999997        -94.99999999999997       NaN
44.99999999999998         64.99999999999997        -94.99999999999997       NaN
54.99999999999999         64.99999999999997        -94.99999999999997       NaN
64.99999999999997         64.99999999999997        -94.99999999999997       NaN
74.99999999999997         64.99999999999997        -94.99999999999997       NaN
84.99999999999997         64.99999999999997        -94.99999999999997       NaN
94.99999999999997         64.99999999999997        -94.99999999999997       NaN
-94.99999999999997        74.99999999999997        -94.99999999999997       NaN
-84.99999999999997        74.99999999999997        -94.99999999999997       NaN
-74.99999999999997        74.99999999999997        -94.99999999999997       NaN
-64.99999999999997        74.99999999999997        -94.99999999999997       NaN
-54.99999999999999        74.99999999999997        -94.99999999999997       NaN
-44.99999999999998        74.99999999999997        -94.99999999999997       NaN
-34.99999999999999        74.99999999999997        -94.99999999999997       NaN
-25                       74.99999999999997        -94.99999999999997       NaN
-14.999999999999993       74.99999999999997        -94.99999999999997       NaN
-5                        74.99999999999997        -94.99999999999997       NaN
5                         74.99999999999997        -94.99999999999997       NaN
14.999999999999986        74.99999999999997        -94.99999999999997       NaN
25                        74.99999999999997        -94.99999999999997       NaN
35                        74.99999999999997        -94.99999999999997       NaN
44.99999999999998         74.99999999999997        -94.99999999999997       NaN
54.99999999999999         74.99999999999997        -94.99999999999997       NaN
64.99999999999997         74.99999999999997        -94.99999999999997       NaN
74.99999999999997         74.99999999999997        -94.99999999999997       NaN
84.99999999999997         74.99999999999997        -94.99999999999997       NaN
94.99999999999997         74.99999999999997        -94.99999999999997       NaN
-94.99999999999997        84.99999999999997        -94.99999999999997       NaN
-84.99999999999997        84.99999999999997        -94.99999999999997       NaN
-74.99999999999997        84.99999999999997        -94.99999999999997       NaN
-64.99999999999997        84.99999999999997        -94.99999999999997       NaN
-54.99999999999999        84.99999999999997        -94.99999999999997       NaN
-44.99999999999998        84.99999999999997        -94.99999999999997       NaN
-34.99999999999999        84.99999999999997        -94.99999999999997       NaN
-25                       84.99999999999997        -94.99999999999997       NaN
-14.999999999999993       84.99999999999997        -94.99999999999997       NaN
-5                        84.99999999999997        -94.99999999999997       NaN
5                         84.99999999999997        -94.99999999999997       NaN
14.999999999999986        84.99999999999997        -94.99999999999997       NaN
25                        84.99999999999997        -94.99999999999997       NaN
35                        84.99999999999997        -94.99999999999997       NaN
44.99999999999998         84.99999999999997        -94.99999999999997       NaN
54.99999999999999         84.99999999999997        -94.99999999999997       NaN
64.99999999999997         84.99999999999997        -94.99999999999997       NaN
74.99999999999997         84.99999999999997        -94.99999999999997       NaN
84.99999999999997         84.99999999999997        -94.99999999999997       NaN
94.99999999999997         84.99999999999997        -94.99999999999997       NaN
-94.99999999999997        94.99999999999997        -94.99999999999997       NaN
-84.99999999999997        94.99999999999997        -94.99999999999997       NaN
-74.99999999999997        94.99999999999997        -94.99999999999997       NaN
-64.99999999999997        94.99999999999997        -94.99999999999997       NaN
-54.99999999999999        94.99999999999997        -94.99999999999997       NaN
-44.99999999999998        94.99999999999997        -94.99999999999997       NaN
-34.99999999999999        94.99999999999997        -94.99999999999997       NaN
-25                       94.99999999999997        -94.99999999999997       NaN
-14.999999999999993       94.99999999999997        -94.99999999999997       NaN
-5                        94.99999999999997        -94.99999999999997       NaN
5                         94.99999999999997        -94.99999999999997       NaN
14.999999999999986        94.99999999999997        -94.99999999999997       NaN
25                        94.99999999999997        -94.99999999999997       NaN
35                        94.99999999999997        -94.99999999999997       NaN
44.99999999999998         94.99999999999997        -94.99999999999997       NaN
54.99999999999999         94.99999999999997        -94.99999999999997       NaN
64.99999999999997         94.99999999999997        -94.99999999999997       NaN
74.99999999999997         94.99999999999997        -94.99999999999997       NaN
84.99999999999997         94.99999999999997        -94.99999999999997       NaN
94.99999999999997         94.99999999999997        -94.99999999999997       NaN
-94.99999999999997        -94.99999999999997       -84.99999999999997       NaN
-84.99999999999997        -94.99999999999997       -84.99999999999997       NaN
-74.99999999999997        -94.99999999999997       -84.99999999999997       NaN
-64.99999999999997        -94.99999999999997       -84.99999999999997       NaN
-54.99999999999999        -94.99999999999997       -84.99999999999997       NaN
-44.99999999999998        -94.99999999999997       -84.99999999999997       NaN
-34.99999999999999        -94.99999999999997       -84.99999999999997       NaN
-25                       -94.99999999999997       -84.99999999999997       NaN
-14.999999999999993       -94.99999999999997       -84.99999999999997       NaN
-5                        -94.99999999999997       -84.99999999999997       NaN
5                         -94.99999999999997       -84.99999999999997       NaN
14.999999999999986        -94.99999999999997       -84.99999999999997       NaN
25                        -94.99999999999997       -84.99999999999997       NaN
35                        -94.99999999999997       -84.99999999999997       NaN
44.99999999999998         -94.99999999999997       -84.99999999999997       NaN
54.99999999999999         -94.99999999999997       -84.99999999999997       NaN
64.99999999999997         -94.99999999999997       -84.99999999999997       NaN
74.99999999999997         -94.99999999999997       -84.99999999999997       NaN
84.99999999999997         -94.99999999999997       -84.99999999999997       NaN
94.99999999999997         -94.99999999999997       -84.99999999999997       NaN
-94.99999999999997        -84.99999999999997       -84.99999999999997       NaN
-84.99999999999997        -84.99999999999997       -84.99999999999997       NaN
-74.99999999999997        -84.99999999999997       -84.99999999999997       NaN
-64.99999999999997        -84.99999999999997       -84.99999999999997       NaN
-54.99999999999999        -84.99999999999997       -84.99999999999997       NaN
-44.99999999999998        -84.99999999999997       -84.99999999999997       NaN
-34.99999999999999        -84.99999999999997       -84.99999999999997       NaN
-25                       -84.99999999999997       -84.99999999999997       NaN
-14.999999999999993       -84.99999999999997       -84.99999999999997       NaN
-5                        -84.99999999999997       -84.99999999999997       NaN
5                         -84.99999999999997       -84.99999999999997       NaN
14.999999999999986        -84.99999999999997       -84.99999999999997       NaN
25                        -84.99999999999997       -84.99999999999997       NaN
35                        -84.99999999999997       -84.99999999999997       NaN
44.99999999999998         -84.99999999999997       -84.99999999999997       NaN
54.99999999999999         -84.99999999999997       -84.99999999999997       NaN
64.99999999999997         -84.99999999999997       -84.99999999999997       NaN
74.99999999999997         -84.99999999999997       -84.99999999999997       NaN
84.99999999999997         -84.99999999999997       -84.99999999999997       NaN
94.99999999999997         -84.99999999999997       -84.99999999999997       NaN
-94.99999999999997        -74.99999999999997       -84.99999999999997       NaN
-84.99999999999997        -74.99999999999997       -84.99999999999997       NaN
-74.99999999999997        -74.99999999999997       -84.99999999999997       NaN
-64.99999999999997        -74.99999999999997       -84.99999999999997       NaN
-54.99999999999999        -74.99999999999997       -84.99999999999997       NaN
-44.99999999999998        -74.99999999999997       -84.99999999999997       NaN
-34.99999999999999        -74.99999999999997       -84.99999999999997       NaN
-25                       -74.99999999999997       -84.99999999999997       NaN
-14.999999999999993       -74.99999999999997       -84.99999999999997       NaN
-5                        -74.99999999999997       -84.99999999999997       NaN
5                         -74.99999999999997       -84.99999999999997       NaN
14.999999999999986        -74.99999999999997       -84.99999999999997       NaN
25                        -74.99999999999997       -84.99999999999997       NaN
35                        -74.99999999999997       -84.99999999999997       NaN
44.99999999999998         -74.99999999999997       -84.99999999999997       NaN
54.99999999999999         -74.99999999999997       -84.99999999999997       NaN
64.99999999999997         -74.99999999999997       -84.99999999999997       NaN
74.99999999999997         -74.99999999999997       -84.99999999999997       NaN
84.99999999999997         -74.99999999999997       -84.99999999999997       NaN
94.99999999999997         -74.99999999999997       -84.99999999999997       NaN
-94.99999999999997        -64.99999999999997       -84.99999999999997       NaN
-84.99999999999997        -64.99999999999997       -84.99999999999997       NaN
-74.99999999999997        -64.99999999999997       -84.99999999999997       NaN
-64.99999999999997        -64.99999999999997       -84.99999999999997       NaN
-54.99999999999999        -64.99999999999997       -84.99999999999997       NaN
-44.99999999999998        -64.99999999999997       -84.99999999999997       NaN
-34.99999999999999        -64.99999999999997       -84.99999999999997       NaN
-25                       -64.99999999999997       -84.99999999999997       NaN
-14.999999999999993       -64.99999999999997       -84.99999999999997       NaN
-5                        -64.99999999999997       -84.99999999999997       NaN
5                         -64.99999999999997       -84.99999999999997       NaN
14.999999999999986        -64.99999999999997       -84.99999999999997       NaN
25                        -64.99999999999997       -84.99999999999997       NaN
35                        -64.99999999999997       -84.99999999999997       NaN
