% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
2.47519421        5.26772102       0.01269559
2.47519421        5.33118753       0.01172698
2.47519421        5.39465405       0.01081109
2.47519421        5.45812057       0.01000572
2.47519421        5.52158709       0.00939022
2.47519421        5.58505361       0.00906175
2.47519421        5.64852012       0.00911556
2.47519421        5.71198664       0.00961210
2.47519421        5.77545316       0.01055545
2.47519421        5.83891968       0.01190359
2.47519421        5.90238620       0.01359652
2.47519421        5.96585272       0.01557760
2.47519421        6.02931923       0.01780142
2.47519421        6.09278575       0.02023353
2.47519421        6.15625227       0.02284770
2.47519421        6.21971879       0.02562311
2.47519421        6.28318531       0.02854212
2.50692747        0.00000000       0.02854212
2.50692747        0.06346652       0.02558065
2.50692747        0.12693304       0.02279217
2.50692747        0.19039955       0.02018817
2.50692747        0.25386607       0.01778109
2.50692747        0.31733259       0.01558588
2.50692747        0.38079911       0.01362211
2.50692747        0.44426563       0.01191633
2.50692747        0.50773215       0.01050388
2.50692747        0.57119866       0.00942728
2.50692747        0.63466518       0.00872679
2.50692747        0.69813170       0.00842172
2.50692747        0.76159822       0.00849237
2.50692747        0.82506474       0.00888012
2.50692747        0.88853126       0.00950757
2.50692747        0.95199777       0.01030074
2.50692747        1.01546429       0.01120009
2.50692747        1.07893081       0.01216152
2.50692747        1.14239733       0.01315300
2.50692747        1.20586385       0.01415069
2.50692747        1.26933037       0.01513599
2.50692747        1.33279688       0.01609344
2.50692747        1.39626340       0.01700943
2.50692747        1.45972992       0.01787147
2.50692747        1.52319644       0.01866777
2.50692747        1.58666296       0.01938711
2.50692747        1.65012947       0.02001879
2.50692747        1.71359599       0.02055268
2.50692747        1.77706251       0.02097934
2.50692747        1.84052903       0.02129015
2.50692747        1.90399555       0.02147745
2.50692747        1.96746207       0.02153463
2.50692747        2.03092858       0.02145631
2.50692747        2.09439510       0.02123839
2.50692747        2.15786162       0.02087813
2.50692747        2.22132814       0.02037427
2.50692747        2.28479466       0.01972700
2.50692747        2.34826118       0.01893803
2.50692747        2.41172769       0.01801057
2.50692747        2.47519421       0.01694931
2.50692747        2.53866073       0.01576037
2.50692747        2.60212725       0.01445128
2.50692747        2.66559377       0.01303085
2.50692747        2.72906028       0.01150911
2.50692747        2.79252680       0.00989720
2.50692747        2.85599332       0.00820727
2.50692747        2.91945984       0.00645228
2.50692747        2.98292636       0.00464298
2.50692747        3.04639288       0.00278142
2.50692747        3.10985939       0.00092642
2.50692747        3.17332591       0.00092642
2.50692747        3.23679243       0.00278142
2.50692747        3.30025895       0.00464298
2.50692747        3.36372547       0.00645228
2.50692747        3.42719199       0.00820727
2.50692747        3.49065850       0.00989720
2.50692747        3.55412502       0.01150911
2.50692747        3.61759154       0.01303085
2.50692747        3.68105806       0.01445128
2.50692747        3.74452458       0.01576037
2.50692747        3.80799110       0.01694931
2.50692747        3.87145761       0.01801057
2.50692747        3.93492413       0.01893803
2.50692747        3.99839065       0.01972700
2.50692747        4.06185717       0.02037427
2.50692747        4.12532369       0.02087813
2.50692747        4.18879020       0.02123839
2.50692747        4.25225672       0.02145631
2.50692747        4.31572324       0.02153463
2.50692747        4.37918976       0.02147745
2.50692747        4.44265628       0.02129015
2.50692747        4.50612280       0.02097934
2.50692747        4.56958931       0.02055268
2.50692747        4.63305583       0.02001879
2.50692747        4.69652235       0.01938711
2.50692747        4.75998887       0.01866777
2.50692747        4.82345539       0.01787147
2.50692747        4.88692191       0.01700943
2.50692747        4.95038842       0.01609344
2.50692747        5.01385494       0.01513599
2.50692747        5.07732146       0.01415069
2.50692747        5.14078798       0.01315300
2.50692747        5.20425450       0.01216152
2.50692747        5.26772102       0.01120009
2.50692747        5.33118753       0.01030074
2.50692747        5.39465405       0.00950757
2.50692747        5.45812057       0.00888012
2.50692747        5.52158709       0.00849237
2.50692747        5.58505361       0.00842172
2.50692747        5.64852012       0.00872679
2.50692747        5.71198664       0.00942728
2.50692747        5.77545316       0.01050388
2.50692747        5.83891968       0.01191633
2.50692747        5.90238620       0.01362211
2.50692747        5.96585272       0.01558588
2.50692747        6.02931923       0.01778109
2.50692747        6.09278575       0.02018817
2.50692747        6.15625227       0.02279217
2.50692747        6.21971879       0.02558065
2.50692747        6.28318531       0.02854212
2.53866073        0.00000000       0.02854212
2.53866073        0.06346652       0.02555256
2.53866073        0.12693304       0.02277024
2.53866073        0.19039955       0.02020155
2.53866073        0.25386607       0.01785186
2.53866073        0.31733259       0.01572665
2.53866073        0.38079911       0.01383308
2.53866073        0.44426563       0.01218199
2.53866073        0.50773215       0.01079008
2.53866073        0.57119866       0.00968088
2.53866073        0.63466518       0.00888246
2.53866073        0.69813170       0.00841908
2.53866073        0.76159822       0.00829786
2.53866073        0.82506474       0.00849871
2.53866073        0.88853126       0.00897677
2.53866073        0.95199777       0.00967550
2.53866073        1.01546429       0.01053979
2.53866073        1.07893081       0.01152253
2.53866073        1.14239733       0.01258549
2.53866073        1.20586385       0.01369760
2.53866073        1.26933037       0.01483280
2.53866073        1.33279688       0.01596834
2.53866073        1.39626340       0.01708362
2.53866073        1.45972992       0.01815949
2.53866073        1.52319644       0.01917794
2.53866073        1.58666296       0.02012192
2.53866073        1.65012947       0.02097539
2.53866073        1.71359599       0.02172337
2.53866073        1.77706251       0.02235206
2.53866073        1.84052903       0.02284898
2.53866073        1.90399555       0.02320311
2.53866073        1.96746207       0.02340502
2.53866073        2.03092858       0.02344696
2.53866073        2.09439510       0.02332296
2.53866073        2.15786162       0.02302891
2.53866073        2.22132814       0.02256261
2.53866073        2.28479466       0.02192378
2.53866073        2.34826118       0.02111408
2.53866073        2.41172769       0.02013708
2.53866073        2.47519421       0.01899822
2.53866073        2.53866073       0.01770475
2.53866073        2.60212725       0.01626567
2.53866073        2.66559377       0.01469157
2.53866073        2.72906028       0.01299456
2.53866073        2.79252680       0.01118812
2.53866073        2.85599332       0.00928695
2.53866073        2.91945984       0.00730680
2.53866073        2.98292636       0.00526429
2.53866073        3.04639288       0.00317673
2.53866073        3.10985939       0.00106195
2.53866073        3.17332591       0.00106195
2.53866073        3.23679243       0.00317673
2.53866073        3.30025895       0.00526429
2.53866073        3.36372547       0.00730680
2.53866073        3.42719199       0.00928695
2.53866073        3.49065850       0.01118812
2.53866073        3.55412502       0.01299456
2.53866073        3.61759154       0.01469157
2.53866073        3.68105806       0.01626567
2.53866073        3.74452458       0.01770475
2.53866073        3.80799110       0.01899822
2.53866073        3.87145761       0.02013708
2.53866073        3.93492413       0.02111408
2.53866073        3.99839065       0.02192378
2.53866073        4.06185717       0.02256261
2.53866073        4.12532369       0.02302891
2.53866073        4.18879020       0.02332296
2.53866073        4.25225672       0.02344696
2.53866073        4.31572324       0.02340502
2.53866073        4.37918976       0.02320311
2.53866073        4.44265628       0.02284898
2.53866073        4.50612280       0.02235206
2.53866073        4.56958931       0.02172337
2.53866073        4.63305583       0.02097539
2.53866073        4.69652235       0.02012192
2.53866073        4.75998887       0.01917794
2.53866073        4.82345539       0.01815949
2.53866073        4.88692191       0.01708362
2.53866073        4.95038842       0.01596834
2.53866073        5.01385494       0.01483280
2.53866073        5.07732146       0.01369760
2.53866073        5.14078798       0.01258549
2.53866073        5.20425450       0.01152253
2.53866073        5.26772102       0.01053979
2.53866073        5.33118753       0.00967550
2.53866073        5.39465405       0.00897677
2.53866073        5.45812057       0.00849871
2.53866073        5.52158709       0.00829786
2.53866073        5.58505361       0.00841908
2.53866073        5.64852012       0.00888246
2.53866073        5.71198664       0.00968088
