% Model:              antena_microStript_AITOR.mph
% Version:            COMSOL 5.0.0.243
% Date:               Jan 3 2023, 12:53
% Dimension:          3
% Nodes:              9925
% Expressions:        1
% Description:        Multislice
% x                       y                        z                        Color
-7.210563358451372        74.65800578451521        30                       -0.29142239111919827
-7.828024884765231        74.4291289689142         29.999999999999996       0.6622700583649936
-8.572124974305671        75.38625304202947        30                       -0.24049745589398847
-13.631942097289738       77.96577381557827        30                       -0.050215011014859166
-13.666265718523608       75.751217967586          29.999999999999996       0.45515045000337473
-15.252964558179062       77.69265548889608        30                       0.1751333436910728
-11.172099826506422       76.74405168696885        30                       -0.10365026267472552
-7.314892349962362        73.77225239065112        29.999999999999996       0.8045188601039401
-11.602257185696926       73.23782209323659        29.999999999999996       1.0633019425561925
-10.738744541284307       73.35196811721734        30                       1.0102859659468348
-15.591876812908797       74.9860302174173         30                       0.715639561548932
-11.953817204464343       73.17859430345285        29.999999999999996       1.0861079084601633
-5.853842036577089        73.89747871757012        30                       0.16019159509982234
-15.129457503904057       78.72921486614986        29.999999999999996       0.003337853031571186
-15.893191159368653       72.40524181593996        30                       1.1902069816255822
-6.845938287994368        79.26558960860368        30                       -0.2385015141832689
-7.063848508044809        79.14175586553567        29.999999999999996       -0.2603587637095676
-7.059712439899956        79.27823900888563        30                       -0.25449303873255885
-6.120757654769414        75.28312393532762        30                       -0.625290046880617
-7.189988684439131        75.34667880125137        30                       -1.2163544630404337
-7.45758022347603         78.90908920494338        29.999999999999996       -0.2605020691390082
-11.086390772209793       79.44417334109724        30                       -0.5447586494138805
-7.334375279334651        79.28615979570662        30                       -0.25384231510064503
-7.02626932774668         80.2723701497445         30                       -0.22542273425856657
-6.7936543097073825       78.99069302419937        30                       -0.24436896513800832
-11.024194525287326       81.2098076845794         30                       -0.06501958010565555
-13.91455173923137        79.47592035847742        30                       -0.03860592035866575
-7.546968906205364        83.21777613327863        30                       -0.10828707696162142
-3.5312576588694244       75.73044223254624        30                       0.3339061229608978
-3.528153198243799        76.90962285092442        30                       -0.18497267590153504
-3.1522209930194833       76.64985498397856        30                       -0.17976991052755933
-5.041153065117358        77.87384205883286        30                       -0.20345070259170112
-5.469791383704669        82.65063224178427        30                       -0.20343395099079367
-7.008401379868084        83.58943046216835        30                       -0.1601980378172544
-3.5186337123148297       80.52545009373273        29.999999999999996       -0.19569424667511173
-1.7103740315579097       80.25913815919199        30                       -0.19124792440492594
-2.8982434280042493       77.30480367214058        29.999999999999996       -0.17873781014209045
-3.5161769440889197       81.45861492498456        30                       -0.20029157191291846
-3.6760860551336942       81.3532966476002         29.999999999999996       -0.19979410426097458
-3.716885707863748        81.58107937713108        29.999999999999996       -0.20115719440078364
-3.60999770662945         81.51586059811014        30                       -0.2000932607207477
-3.5153757516421287       81.76293529453565        29.999999999999996       -0.19355064920312742
-3.50420068993404         86.0076069990447         29.999999999999996       -0.08283349836987282
-2.180942029285033        85.16430790460032        30                       -0.05465670823032867
-0.506233822273023        83.44100368659673        30                       -0.07821165384839324
-0.648217208565855        84.18751818707754        30                       -0.06542065930431269
-0.3003375337470672       83.96581805884531        30                       -0.06362627248510101
-5.139707437801857        80.38933604674136        30                       -0.20954496789500518
-2.701741438259604        76.33857515368875        30                       0.2010460789624938
4.698116590317546E-15     79.12304855747946        30                       -0.20071588638913623
4.583584467124195E-15     83.77441604670027        30                       -0.06646833524386564
-4.428427897781101        85.36981688754268        29.999999999999996       -0.09263455689469459
4.653845802068289E-15     80.92096952011761        30                       -0.14666491635484966
-1.3098868893568336       87.52185764180675        30                       0.01228634270397367
4.558855781247469E-15     84.77869504137135        30                       -0.01966283233096433
4.713697825957349E-15     78.49026492546282        30                       -0.10340802186576525
4.4690523439308464E-15    88.42578353592106        30                       0.01889431759035758
-0.748786620791271        74.13304559260317        30                       1.012990362169488
-3.53826801422902         74.04271962192489        30                       1.2564130550094763
-1.7940580458954996       75.22806225205676        29.999999999999996       0.8030571353649517
8.526221274670687E-15     74.6987581272882         30                       0.8032002838008285
6.730977378506531E-15     76.42231865811547        29.999999999999996       0.3421150276863806
9.08013322750858E-15      74.14491454867252        29.999999999999996       0.9427054300613367
-7.792677338110689        95.04635762030405        29.999999999999996       -0.004813683540692422
-5.557047486884596        95.20195193634834        30                       -0.0030158541767498553
-6.9061449246266085       92.79555612024174        30.000000000000004       -0.0019888390859665534
-7.7781098079347135       92.34200018312791        30                       0.023792485846743774
-3.9045378727817748       95.28980071081843        30                       -0.0023825085819005622
-1.8136401556332427       95.34980586487781        30                       -0.001345995499892252
-3.901956744033268        94.35604554285729        30                       5.850368200751763E-4
-11.664439585957368       94.66568127437003        30                       -0.00743865828120822
-10.69945314346695        94.77167448344373        30                       -0.006933760802556765
-11.661002232423755       94.23833838965403        30                       0.04600183294406829
-3.8965063161801483       92.31927860145703        30                       9.83660321791864E-4
-0.34704969486231546      92.46541217979579        29.999999999999996       0.0043844848180598864
-0.6501670702875927       91.9722967642572         30                       -4.2814669599746226E-4
-3.8911531699659303       90.40492400037742        29.999999999999996       -0.010713523399572572
-7.296280386804939        92.09518194087843        30                       0.02058754021980726
9.271313450976826E-15     93.03688775420555        29.999999999999996       0.0032597659921963706
-9.302033780293872        93.09081011690256        30                       0.032384255096701176
-2.1558120802219034       89.50693642091075        29.999999999999996       -0.028355667323318245
8.696749731372479E-15     92.47406806238938        29.999999999999996       0.004607437523830934
5.715200718866201E-15     89.58759011257632        30                       -0.023946204886520737
8.497437924600036E-15     92.28625715581568        29.999999999999996       0.00329104815882192
1.167983138065127E-14     95.37306094118912        30                       -7.454204511674243E-6
-12.373417837465675       94.57009487548017        30                       0.02852186039337061
-7.894775912453277        84.03395268740202        30                       -0.04875320759502745
-9.094626796451735        86.83106695508869        30                       -0.03633993084488776
-7.24437850831529         86.26639407127405        30                       -0.06341524572400808
-10.176128518617494       89.37724074754036        30                       -0.02266887420989258
-10.614664548682294       90.40283327544206        30                       -0.010176580701528867
-7.525865117157146        89.46730702837776        29.999999999999996       -0.018490232053621908
-7.396419787115587        87.99743187212846        30                       -0.054130686215690865
-11.510197750234376       92.51803289353603        30                       0.01857972161988105
-12.107859891547532       93.93424434245986        30                       0.03726607562649374
-11.622116573506414       93.79350978922828        29.999999999999996       0.08696320201220417
-5.025293996337596        86.7704445541564         30                       -0.07990970158076269
-5.971446994201566        88.97613368189238        29.999999999999993       -0.03228305195938675
-3.7049034774500633       88.28441264526086        30                       -0.05447982882193431
-11.371458890360136       89.25239375319539        30                       -0.016329669578291017
-14.82124689447766        83.98967852858257        30                       0.01229856586559114
-12.8527539762199         89.05651641679847        30                       -0.014731647463497434
-11.13241890220301        83.72795070182977        30                       7.420506455784919E-4
-15.311335021577591       82.72820734526103        29.999999999999996       -0.005061921653743381
-15.112393285972802       83.23976528641126        30                       0.015302966047921942
-11.401951473798135       89.94041218919403        30                       -0.018079517024569315
-11.216095200852493       85.59543891081165        30                       -0.010126751309797705
-15.572570959540013       88.6614784584423         30                       -0.01108500406734471
-15.332771851001663       83.20983198490372        29.999999999999996       6.729558581737016E-4
-15.70861093091753        91.75126020404714        30                       -0.016719090309470146
-15.521548638439514       87.45110994742541        30                       -0.00950536478890074
-15.328547704580238       83.110767970615          30                       -4.5399303056917195E-4
-15.80398797857806        94.04002872803622        30                       -0.017683003143303358
-24.952749929711878       81.9636028619203         30                       -0.017004679877532333
-22.68486354213086        81.22481202421713        29.999999999999996       0.01558112198680613
-25.091140239866913       80.53813512810703        30                       -0.02561425753759268
-20.055163468120433       80.39342011741391        30                       0.016797232332262234
-17.11391641434865        79.41001004918331        30                       0.011523699157128406
-20.471801251613556       76.65814925468814        30                       0.257013495058756
