Field_value_1,Field_value_2,Field_value_3,Field_value_4,Field_value_5,Field_value_6,Field_value_7,Field_value_8,Field_value_9,Field_value_10,Field_value_11,Field_value_12,Field_value_13,Field_value_14,Field_value_15,Field_value_16,Field_value_17,Field_value_18,Field_value_19,Field_value_20,Field_value_21,Field_value_22,Field_value_23,Field_value_24,Field_value_25,Field_value_26,Field_value_27,Field_value_28,Field_value_29,Field_value_30,Field_value_31,Field_value_32,Field_value_33,Field_value_34,Field_value_35,Field_value_36,Field_value_37,Field_value_38,Field_value_39,Field_value_40,Field_value_41,Field_value_42,Field_value_43,Field_value_44,Field_value_45,Field_value_46,Field_value_47,Field_value_48,Field_value_49,Field_value_50,Field_value_51,Field_value_52,Field_value_53,Field_value_54,Field_value_55,Field_value_56,Field_value_57,Field_value_58,Field_value_59,Field_value_60,Field_value_61,Field_value_62,Field_value_63,Field_value_64,Field_value_65,Field_value_66,Field_value_67,Field_value_68,Field_value_69,Field_value_70,Field_value_71,Field_value_72,Field_value_73,Field_value_74,Field_value_75,Field_value_76,Field_value_77,Field_value_78,Field_value_79,Field_value_80,Field_value_81,Field_value_82,Field_value_83,Field_value_84,Field_value_85,Field_value_86,Field_value_87,Field_value_88,Field_value_89,Field_value_90,Field_value_91,Field_value_92,Field_value_93,Field_value_94,Field_value_95,Field_value_96,Field_value_97,Field_value_98,Field_value_99,Field_value_100
(-0.0002292332306916935+0.00015606655674559232j),(-0.00022981325980844265+0.00015515395112457325j),(-0.00023036874712364133+0.0001542712430789934j),(-0.00023089954405361072+0.0001534196046328912j),(-0.00023140552450296988+0.0001526001697772892j),(-0.00023188658315515266+0.0001518140324569008j),(-0.00023234263375393572+0.00015106224464321626j),(-0.0002327736073867294+0.00015034581449679724j),(-0.00023317945078029268+0.00014966570462119963j),(-0.0002335601246193853+0.00014902283041052757j),(-0.00023391560189866688+0.00014841805849225196j),(-0.00023424586631789118+0.00014785220526656941j),(-0.0002345509107301216+0.00014732603554325292j),(-0.0002348307356523342+0.00014684026127665423j),(-0.00023508534784734457+0.00014639554039925593j),(-0.0002353147589855373+0.00014599247575394195j),(-0.00023551898439435847+0.0001456316141249597j),(-0.00023569804190298434+0.00014531344536738923j),(-0.00023585195078898392+0.00014503840163479807j),(-0.00023598073083316973+0.00014480685670467073j),(-0.0002360844014881748+0.0001446191254011274j),(-0.00023616298116560346+0.00014447546311441016j),(-0.00023621648664590278+0.00014437606541659807j),(-0.000236244932614362+0.0001443210677730249j),(-0.0002362483313259119+0.00014431054534889376j),(-0.00023622669240062652+0.0001443445129106372j),(-0.00023618002275107113+0.0001444229248216193j),(-0.00023610832664186168+0.00014454567513184842j),(-0.00023601160588103027+0.0001447125977614379j),(-0.00023588986014202011+0.00014492346677762578j),(-0.0002357430874143685+0.00014517799676523315j),(-0.0002355712845803827+0.00014547584329050483j),(-0.00023537444811437463+0.0001458166034583264j),(-0.00023515257490029867+0.00014619981656285505j),(-0.00023490566316293682+0.00014662496483161408j),(-0.00023463371350709885+0.00014709147426310914j),(-0.00023433673005866145+0.0001475987155579946j),(-0.00023401472170065253+0.00014814600514377138j),(-0.00023366770339701046+0.0001487326062929168j),(-0.00023329569759610166+0.00014935773033424103j),(-0.00023289873570558672+0.00015002053795712227j),(-0.00023247685962975937+0.00015072014060810304j),(-0.00023203012336008128+0.0001514556019791215j),(-0.00023155859460926846+0.0001522259395864221j),(-0.00023106235647897511+0.0001530301264389116j),(-0.00023054150915086734+0.00015386709279443787j),(-0.00022999617159066998+0.0001547357280021331j),(-0.00022942648325462896+0.00015563488242861603j),(-0.00022883260578773816+0.00015656336946546365j),(-0.000228214724703051+0.00015751996761497033j),(-0.0002275730510314217+0.0001585034226507906j),(-0.00022690782293110964+0.00015951244984963674j),(-0.00022621930724682677+0.00016054573628975944j),(-0.0002255078010080067+0.00016160194321149837j),(-0.00022477363285634242+0.00016267970843474166j),(-0.0002240171643929514+0.00016377764882769433j),(-0.00022323879143590315+0.00016489436282092216j),(-0.0002224389451792714+0.00016602843296022147j),(-0.00022161809324534697+0.00016717842849146085j),(-0.00022077674062217362+0.00016834290797017358j),(-0.00021991543047914435+0.0001695204218883209j),(-0.00021903474485400042+0.00017070951531033922j),(-0.0002181353052052352+0.0001719087305103041j),(-0.0002172177728245844+0.00017311660960180468j),(-0.00021628284910500401+0.00017433169715193336j),(-0.0002153312756602798+0.00017555254277064645j),(-0.00021436383429317214+0.00017677770366666466j),(-0.00021338134680978606+0.00017800574716103474j),(-0.00021238467467864098+0.00017923525314949494j),(-0.00021137471853371786+0.00018046481650485507j),(-0.00021035241752155798+0.00018169304941073483j),(-0.0002093187484932811+0.00018291858361818884j),(-0.00020827472504317902+0.0001841400726169966j),(-0.00020722139639630898+0.00018535619371369774j),(-0.00020615984614826246+0.00018656565000881218j),(-0.00020509119086101345+0.00018776717226610327j),(-0.00020401657851944633+0.0001889595206672049j),(-0.0002029371868538252+0.00019014148644545538j),(-0.00020185422153409696+0.00019131189339334343j),(-0.0002007689142424989+0.00019246959923857715j),(-0.00019968252063148328+0.00019361349688443855j),(-0.00019859631817446087+0.00019474251551076304j),(-0.00019751160391730184+0.0001958556215325987j),(-0.0001964296921389204+0.0001969518194143377j),(-0.00019535191192959848+0.00019803015233786997j),(-0.00019427960469597488+0.00019908970272408227j),(-0.00019321412160184682+0.00020012959260781184j),(-0.0001921568209540833+0.0002011489838671494j),(-0.00019110906554305662+0.00020214707830877197j),(-0.00019007221994703737+0.0002031231176117708j),(-0.00018904764780999095+0.0002040763831332011j),(-0.00018803670910214518+0.0002050061955793364j),(-0.00018704075737258525+0.0002059119145473363j),(-0.00018606113700296527+0.0002067929379427338j),(-0.00018509918047121383+0.0002076487012788242j),(-0.00018415620563385797+0.0002084786768646604j),(-0.0001832335130352979+0.00020928237288895616j),(-0.00018233238325203476+0.00021005933240774037j),(-0.00018145407427949906+0.00021080913224410706j),(-0.00018059981896873843+0.00021153138180884722j)
(-0.0002279234446516303+0.00015615200302263065j),(-0.0002285006526773117+0.00015524961933003245j),(-0.000229054213387001+0.00015437652699964617j),(-0.00022958397081291186+0.0001535338782439306j),(-0.0002300897907289634+0.00015272278855994978j),(-0.00023057155900062205+0.00015194433476440795j),(-0.0002310291799253462+0.00015119955311035166j),(-0.00023146257457400503+0.0001504894374883178j),(-0.00023187167914356067+0.00014981493771431105j),(-0.00023225644333118057+0.00014917695790660866j),(-0.00023261682873974536+0.0001485763549530327j),(-0.00023295280732448653+0.0001480139370699939j),(-0.0002332643598901849+0.00014749046245430837j),(-0.0002335514746480155+0.00014700663802850317j),(-0.00023381414584073402+0.00014656311828008858j),(-0.0002340523724444514+0.00014616050419505105j),(-0.00023426615695476712+0.00014579934228564035j),(-0.00023445550426449976+0.00014548012371237237j),(-0.00023462042063969706+0.00014520328350004394j),(-0.00023476091280000562+0.00014496919984746792j),(-0.00023487698710885767+0.00014477819353057197j),(-0.00023496864887827533+0.00014463052739846784j),(-0.00023503590179240982+0.00014452640596208642j),(-0.00023507874745324107+0.000144465975074985j),(-0.00023509718505113842+0.0001444493217059582j),(-0.00023509121116225705+0.00014447647380313287j),(-0.00023506081967400403+0.00014454740024927954j),(-0.00023500600183906322+0.00014466201090814162j),(-0.0002349267464577182+0.00014482015676165106j),(-0.0002348230401874682+0.00014502163013797146j),(-0.00023469486797819054+0.00014526616503037794j),(-0.0002345422136303699+0.00014555343750704378j),(-0.00023436506047319836+0.00014588306621185826j),(-0.00023416339215864083+0.00014625461295643307j),(-0.00023393719356688575+0.00014666758340348105j),(-0.0002336864518179298+0.00014712142784174757j),(-0.00023341115738342142+0.0001476155420526534j),(-0.00023311130529227476+0.00014814926826876143j),(-0.00023278689642300098+0.00014872189622410132j),(-0.00023243793887516435+0.00014933266429628374j),(-0.00023206444941187393+0.00014998076074019927j),(-0.0002316664549647688+0.00015066532501293033j),(-0.00023124399419254083+0.00015138544918930476j),(-0.0002307971190836757+0.0001521401794672936j),(-0.00023032589659377768+0.00015292851776218662j),(-0.00022983041030757686+0.00015374942338819837j),(-0.00022931076211550573+0.00015460181482582731j),(-0.00022876707389457408+0.00015548457157295341j),(-0.00022819948918316555+0.00015639653607728507j),(-0.00022760817483933452+0.0001573365157473769j),(-0.00022699332267218908+0.00015830328503903357j),(-0.00022635515103601643+0.00015929558761348833j),(-0.00022569390637692415+0.00016031213856331853j),(-0.00022500986472196325+0.0001613516267016156j),(-0.00022430333310092363+0.00016241271690949224j),(-0.00022357465089129657+0.00016349405253657104j),(-0.00022282419107723977+0.0001645942578486682j),(-0.0002220523614137822+0.00016571194051647232j),(-0.00022125960548795564+0.0001668456941386168j),(-0.00022044640366903988+0.00016799410079216815j),(-0.00021961327394064763+0.00016915573360320196j),(-0.00021876077260796656+0.00017032915932981666j),(-0.00021788949487409488+0.00017151294094965304j),(-0.00021700007528007158+0.00017270564024374083j),(-0.00021609318800388882+0.00017390582036829104j),(-0.00021516954701449633+0.00017511204840589648j),(-0.0002142299060775438+0.00017632289788749656j),(-0.00021327505861036948+0.00017753695127640438j),(-0.00021230583738451064+0.00017875280240569507j),(-0.00021132311407479502+0.00017996905886030537j),(-0.0002103277986548512+0.0001811843442953056j),(-0.00020932083863965746+0.00018239730068196898j),(-0.0002083032181765229+0.00018360659047349036j),(-0.00020727595698665234+0.0001848108986824835j),(-0.0002062401091601943+0.0001860089348627231j),(-0.00020519676180838823+0.00018719943498798515j),(-0.00020414703357712386+0.00018838116322128534j),(-0.00020309207302688967+0.00018955291356830106j),(-0.0002020330568847114+0.00019071351140930365j),(-0.00020097118817427446+0.00019186181490451034j),(-0.00019990769423096393+0.0001929967162683818j),(-0.00019884382460905788+0.00019411714290905262j),(-0.0001977808488887585+0.00019522205842976837j),(-0.00019672005439114128+0.000196310463489915j),(-0.0001956627438094502+0.00019738139652396733j),(-0.00019461023276545262+0.00019843393431743042j),(-0.00019356384729980584+0.0001994671924396169j),(-0.0001925249213055575+0.00020048032553386834j),(-0.00019149479391403107+0.00020147252746660304j),(-0.00019047480684240384+0.00020244303133733525j),(-0.00018946630171230448+0.00020339110935256845j),(-0.00018847061734870302+0.0002043160725672033j),(-0.00018748908706828208+0.00020521727049782346j),(-0.00018652303596632734+0.0002060940906129109j),(-0.00018557377821098837+0.00020694595770571274j),(-0.00018464261435352736+0.0002077723331561053j),(-0.00018373082866290265+0.0002085727140883927j),(-0.0001828396864927218+0.00020934663243252712j),(-0.00018197043168826437+0.00021009365389673283j),(-0.00018112428404090303+0.00021081337685997253j)
(-0.00022569589134411455+0.0001556086802963732j),(-0.0002262609081211147+0.0001547312448765186j),(-0.00022680338741245114+0.0001538824358291385j),(-0.000227323168456372+0.00015306336542289384j),(-0.0002278201108852044+0.0001522751105498753j),(-0.000228294093163292+0.00015151871085015474j),(-0.00022874501101758632+0.00015079516691242017j),(-0.0002291727758706812+0.0001501054385533093j),(-0.00022957731328601073+0.0001494504431776971j),(-0.000229958561434796+0.00014883105422184336j),(-0.00023031646959415278+0.00014824809968098454j),(-0.00023065099668553266+0.00014770236072265074j),(-0.000230962109862396+0.00014719457038671566j),(-0.00023124978315568168+0.00014672541237293382j),(-0.00023151399618526677+0.00014629551991650772j),(-0.00023175473294519472+0.00014590547475202564j),(-0.00023197198066998487+0.00014555580616595667j),(-0.00023216572878884936+0.0001452469901377543j),(-0.00023233596797410665+0.00014497944856950977j),(-0.00023248268928951718+0.0001447535486040281j),(-0.00023260588344367354+0.00014456960203113823j),(-0.00023270554015296222+0.0001444278647820278j),(-0.00023278164761796204+0.00014432853651138322j),(-0.00023283419211649322+0.0001442717602671308j),(-0.00023286315771584202+0.0001442576222476019j),(-0.00023286852610600195+0.000144286151645995j),(-0.00023285027655506858+0.00014435732058204934j),(-0.00023280838598721445+0.00014447104412091836j),(-0.00023274282918296987+0.00014462718037928552j),(-0.00023265357910081823+0.000144825530718833j),(-0.00023254060731841484+0.0001450658400272325j),(-0.0002324038845910451+0.0001453477970868782j),(-0.00023224338152424585+0.00014567103503163j),(-0.00023205906935685471+0.00014603513189185275j),(-0.00023185092085009195+0.0001464396112280599j),(-0.0002316189112776564+0.00014688394285345145j),(-0.00023136301951120816+0.00014736754364561003j),(-0.0002310832291950372+0.00014788977844756239j),(-0.00023077953000316882+0.00014844996105832688j),(-0.0002304519189716448+0.00014904735531296468j),(-0.00023010040189824768+0.00014968117625200196j),(-0.00022972499480149227+0.00015035059137993091j),(-0.00022932572543031963+0.00015105472201228958j),(-0.00022890263481557902+0.00015179264471059447j),(-0.00022845577885407303+0.0001525633928041389j),(-0.00022798522991569197+0.00015336595799738463j),(-0.00022749107846395283+0.00015419929206135656j),(-0.00022697343468010606+0.00015506230860711483j),(-0.00022643243008086853+0.00015595388493901678j),(-0.0002258682191197961+0.00015687286398509995j),(-0.0002252809807623102+0.00015781805630152074j),(-0.0002246709200244565+0.00015878824214757444j),(-0.00022403826946558754+0.00015978217362740225j),(-0.0002233832906253305+0.00016079857689406895j),(-0.00022270627539542422+0.0001618361544112677j),(-0.00022200754731728864+0.00016289358726748803j),(-0.00022128746279651473+0.00016396953753707044j),(-0.00022054641222584383+0.00016506265068216792j),(-0.00021978482100863355+0.00016617155798925135j),(-0.00021900315047527862+0.00016729487903343276j),(-0.00021820189868557388+0.00016843122416354106j),(-0.0002173816011105642+0.00016957919700058162j),(-0.00021654283118802204+0.00017073739694193078j),(-0.00021568620074632086+0.000171904421663386j),(-0.0002148123602921379+0.0001730788696109935j),(-0.00021392199915810041+0.0001742593424744269j),(-0.0002130158455072014+0.00017544444763358344j),(-0.0002120946661915376+0.000176632800570012j),(-0.00021115926646365834+0.00017782302723478322j),(-0.00021021048953956682+0.00017901376636446118j),(-0.00020924921601316214+0.00018020367173693784j),(-0.00020827636312266353+0.00018139141435905378j),(-0.00020729288387029855+0.000182575684578135j),(-0.00020629976599727425+0.00018375519410984416j),(-0.0002052980308167644+0.00018492867797506872j),(-0.00020428873190834007+0.00018609489633892857j),(-0.00020327295367794792+0.00018725263624541868j),(-0.0002022518097881758+0.0001884007132416618j),(-0.00020122644146415951+0.00018953797288626473j),(-0.00020019801568104954+0.00019066329213682576j),(-0.000199167723239493+0.00019177558061223064j),(-0.000198136776736067+0.00019287378172600772j),(-0.00019710640843604248+0.00019395687368766604j),(-0.00019607786805624845+0.00019502387036962577j),(-0.00019505242046614137+0.0001960738220380518j),(-0.00019403134331548048+0.00019710581594662696j),(-0.00019301592459723322+0.00019811897679302863j),(-0.00019200746015452414+0.00019911246703860979j),(-0.00019100725114056061+0.0002000854870925284j),(-0.00019001660144054322+0.00020103727536230034j),(-0.00018903681506458897+0.0002019671081734746j),(-0.00018806919352066276+0.0002028742995618453j),(-0.0001871150331764313+0.0002037582009423004j),(-0.0001861756226188284+0.0002046182006590789j),(-0.00018525224001994154+0.00020545372342284317j),(-0.00018434615051762283+0.0002062642296405813j),(-0.00018345860361896748+0.00020704921464492047j),(-0.0001825908306345177+0.00020780820782996163j),(-0.00018174404215073417+0.00020854077170122745j),(-0.0001809194255479225+0.00020924650084775052j)
(-0.00022255954034011458+0.00015443877633567631j),(-0.0002231031951755691+0.0001536006084236577j),(-0.00022362562642815596+0.00015279034251287478j),(-0.00022412667119056038+0.00015200903154384172j),(-0.0002246061850388685+0.00015125769443962225j),(-0.00022506404058590305+0.00015053731435876608j),(-0.00022550012603153726+0.00014984883701796016j),(-0.0002259143437190173+0.00014919316908674536j),(-0.00022630660870624295+0.00014857117665633982j),(-0.00022667684736081423+0.00014798368378431j),(-0.00022702499598747735+0.00014743147111655338j),(-0.00022735099949637333+0.0001469152745878077j),(-0.00022765481012022035+0.00014643578420166182j),(-0.0002279363861882471+0.00014599364289084486j),(-0.0002281956909643382+0.00014558944545838123j),(-0.00022843269155645648+0.00014522373760004795j),(-0.00022864735790397613+0.0001448970150084395j),(-0.00022883966184909264+0.00014460972255883923j),(-0.0002290095762979782+0.00014436225357701581j),(-0.0002291570744768207+0.0001441549491890094j),(-0.0002292821292873315+0.00014398809775293097j),(-0.0002293847127657285+0.0001438619343727897j),(-0.00022946479564859825+0.0001437766404943616j),(-0.00022952234704842962+0.00014373234358312957j),(-0.000229557334240971+0.00014372911688436427j),(-0.00022956972256592872+0.00014376697926544326j),(-0.0002295594754418635+0.00014384589514056776j),(-0.00022952655449549178+0.00014396577447807664j),(-0.00022947091980493416+0.00014412647289061914j),(-0.00022939253025579988+0.0001443277918084917j),(-0.000229291344008338+0.0001445694787364926j),(-0.00022916731907324716+0.00014485122759468243j),(-0.00022902041399309366+0.00014517267914346352j),(-0.00022885058862567555+0.00014553342149339898j),(-0.00022865780502505896+0.00014593299070018705j),(-0.00022844202841543882+0.00014637087144517643j),(-0.000228203228252411+0.00014684649780175824j),(-0.00022794137936571251+0.0001473592540879004j),(-0.00022765646317698138+0.00014790847580498713j),(-0.00022734846898561973+0.0001484934506630036j),(-0.0002270173953154011+0.00014911341969195375j),(-0.00022666325131406523+0.00014976757843921583j),(-0.00022628605819778453+0.00015045507825233657j),(-0.000225885850732062+0.00015117502764652583j),(-0.00022546267874034938+0.00015192649375585476j),(-0.00022501660863143768+0.00015270850386687107j),(-0.00022454772493649426+0.00015352004703303616j),(-0.00022405613184647974+0.0001543600757680563j),(-0.00022354195474059253+0.00015522750781582674j),(-0.0002230053416963557+0.00015612122799434178j),(-0.00022244646497196878+0.00015704009011054235j),(-0.00022186552245161966+0.00015798291894267709j),(-0.00022126273904456284+0.00015894851228635994j),(-0.00022063836802894363+0.00015993564306010036j),(-0.00021999269233155828+0.0001609430614656857j),(-0.0002193260257350183+0.00016196949719839732j),(-0.00021863871400409367+0.00016301366170165722j),(-0.00021793113592337855+0.00016407425046032666j),(-0.00021720370423883198+0.00016514994532652576j),(-0.00021645686649618997+0.00016623941687150478j),(-0.0002156911057697512+0.0001673413267567917j),(-0.00021490694127555062+0.0001684543301175611j),(-0.00021410492886351636+0.0001695770779509186j),(-0.0002132856613837907+0.0001707082195015903j),(-0.0002124497689230235+0.00017184640463733072j),(-0.00021159791890709676+0.0001729902862062338j),(-0.00021073081606740374+0.00017413852236805013j),(-0.0002098492022684918+0.00017528977889157008j),(-0.00020895385619557793+0.00017644273141014771j),(-0.00020804559290114478+0.00017759606762749619j),(-0.00020712526321053259+0.00017874848946599665j),(-0.000206193752987151+0.00017989871514992415j),(-0.00020525198225862745+0.00018104548121620497j),(-0.00020430090420590064+0.00018218754444557976j),(-0.00020334150401793771+0.00018332368370736155j),(-0.0002023747976154083+0.00018445270171133182j),(-0.0002014018302472734+0.00018557342666072882j),(-0.00020042367496485346+0.0001866847138007236j),(-0.0001994414309785044+0.00018778544685727538j),(-0.0001984562219025668+0.00018887453936178406j),(-0.00019746919389474854+0.00018995093585751898j),(-0.00019648151369655505+0.0001910136129843988j),(-0.00019549436658179264+0.00019206158043932057j),(-0.00019450895422053465+0.00019309388180987805j),(-0.00019352649246625597+0.00019410959527997284j),(-0.00019254820907411228+0.00019510783420650352j),(-0.0001915753413585534+0.0001960877475670002j),(-0.00019060913379863437+0.00019704852027876713j),(-0.0001896508355994981+0.00019798937339078813j),(-0.0001887016982185778+0.00019890956415033532j),(-0.0001877629728650787+0.00019980838594690038j),(-0.0001868359079812774+0.00020068516813673184j),(-0.00018592174671409325+0.000201539275751904j),(-0.00018502172438527543+0.0002023701090984675j),(-0.00018413706596838168+0.00020317710324882228j),(-0.00018326898358053055+0.00020395972743401854j),(-0.00018241867399667057+0.0002047174843422142j),(-0.00018158731619384604+0.00020544990933000975j),(-0.00018077606893263828+0.00020615656955382203j),(-0.00017998606838264428+0.00020683706302886313j)
(-0.0002185270206181678+0.00015264700193087945j),(-0.0002190404890481664+0.00015186178173975134j),(-0.0002195342357114487+0.00015110367715647445j),(-0.00022000809821022765+0.00015037366351928255j),(-0.00022046193021527482+0.00014967268353244923j),(-0.0002208956001600831+0.00014900164568306678j),(-0.0002213089899383277+0.0001483614227204971j),(-0.00022170199361272588+0.00014775285020049653j),(-0.00022207451614329195+0.00014717672509576682j),(-0.0002224264721428346+0.00014663380447444565j),(-0.00022275778466735748+0.00014612480424783705j),(-0.00022306838404879275+0.00014565039798848124j),(-0.0002233582067772319+0.00014521121581948762j),(-0.00022362719443951088+0.0001448078433759j),(-0.00022387529272066813+0.00014444082083873142j),(-0.00022410245047441732+0.00014411064204218946j),(-0.0002243086188683707+0.0001438177536545276j),(-0.00022449375060931248+0.00014356255443288713j),(-0.00022465779925335581+0.00014334539455244238j),(-0.0002248007186053314+0.00014316657501013374j),(-0.0002249224622112355+0.0001430263471032556j),(-0.00022502298294704146+0.0001429249119831682j),(-0.00022510223270662093+0.00014286242028441502j),(-0.00022516016219095944+0.00014283897182955097j),(-0.00022519672080027067+0.0001428546154100181j),(-0.00022521185663003054+0.0001429093486434441j),(-0.00022520551657135177+0.00014300311790777529j),(-0.000225177646515531+0.00014313581835270276j),(-0.00022512819166199495+0.00014330729398886728j),(-0.0002250570969282799+0.00014351733785537162j),(-0.0002249643074600897+0.00014376569226614235j),(-0.0002248497692388905+0.0001440520491357025j),(-0.00022471342978393463+0.00014437605038491124j),(-0.00022455523894504385+0.00014473728842721325j),(-0.00022437514978194503+0.0001451353067359026j),(-0.0002241731195254271+0.00014556960049285492j),(-0.00022394911061509438+0.00014603961731910316j),(-0.00022370309180801042+0.00014654475808753684j),(-0.00022343503935208744+0.00014708437781787761j),(-0.00022314493821765655+0.00014765778665394453j),(-0.00022283278338026846+0.00014826425092304496j),(-0.00022249858114743132+0.00014890299427713235j),(-0.00022214235052167187+0.00014957319891515454j),(-0.00022176412459203916+0.0001502740068857669j),(-0.0002213639519459316+0.00015100452146932293j),(-0.00022094189809294091+0.0001517638086377605j),(-0.00022049804689225263+0.0001525508985907018j),(-0.0002200325019750468+0.00015336478736575183j),(-0.0002195453881532773+0.00015420443852064608j),(-0.00021903685280619964+0.00015506878488454214j),(-0.0002185070672360535+0.00015595673037539j),(-0.00021795622798438376+0.0001568671518799449j),(-0.00021738455810061617+0.00015779890119261764j),(-0.00021679230835467677+0.00015875080700898493j),(-0.00021617975838566524+0.0001597216769694147j),(-0.00021554721777885941+0.000160710299747903j),(-0.0002148950270636366+0.0001617154471808718j),(-0.00021422355862525016+0.00016273587643034088j),(-0.0002135332175237913+0.00016377033217557677j),(-0.0002128244422140988+0.00016481754882702505j),(-0.0002120977051608446+0.00016587625275607266j),(-0.00021135351334352248+0.00016694516453393926j),(-0.00021059240864660462+0.0001680230011728029j),(-0.00020981496813067966+0.0001691084783620861j),(-0.00020902180418097733+0.00017020031269269703j),(-0.00020821356453028483+0.00017129722386193257j),(-0.0002073909321538778+0.00017239793685168924j),(-0.00020655462503472964+0.00017350118407262832j),(-0.0002057053957978975+0.00017460570746697225j),(-0.00020484403121363666+0.00017571026056269296j),(-0.00020397135156944205+0.00017681361047198148j),(-0.0002030882099118601+0.0001779145398270603j),(-0.00020219549115955417+0.00017901184864662256j),(-0.0002012941110897323+0.00018010435612644148j),(-0.00020038501520065738+0.00018119090234801084j),(-0.0001994691774535514+0.00018227034989942018j),(-0.0001985475988977762+0.00018334158540306652j),(-0.00019762130618371115+0.00018440352094523425j),(-0.000196691349968265+0.00018545509540303915j),(-0.00019575880321843285+0.00018649527566473695j),(-0.0001948247594187579+0.00018752305773992093j),(-0.00019389033068895688+0.00018853746775669933j),(-0.00019295664581833513+0.0001895375628435113j),(-0.00019202484822394+0.00019052243189384988j),(-0.00019109609383967374+0.00019149119621276605j),(-0.0001901715489438291+0.00019244301004466076j),(-0.0001892523879326897+0.00019337706098249358j),(-0.00018833979104798378+0.00019429257025918285j),(-0.0001874349420660797+0.00019518879292259214j),(-0.0001865390259568528+0.00019606501789613126j),(-0.00018565322652017407+0.0001969205679276126j),(-0.00018477872400792528+0.000197754799429603j),(-0.00018391669273937398+0.0001985671022150917j),(-0.0001830682987176275+0.00019935689913285642j),(-0.00018223469725472933+0.00020012364560743497j),(-0.0001814170306127772+0.00020086682908911503j),(-0.000180616425668227+0.00020158596841981922j),(-0.00017983399160629521+0.00020228061312119332j),(-0.00017907081765210884+0.00020295034261159198j),(-0.0001783279708449504+0.00020359476535901103j)
